Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
0,3.883264380647703,tensor(9.1440),3.650756175518036,tensor(12.3700)
1,3.037435606617452,tensor(23.4220),2.687652736902237,tensor(29.3600)
2,2.4058311723382273,tensor(36.5860),2.2796653244495393,tensor(39.2300)
3,2.026027847433944,tensor(45.1160),1.9596026828885078,tensor(46.6800)
4,1.7722624482401192,tensor(51.3180),1.9244749168753623,tensor(48.2000)
5,1.5997565951188812,tensor(55.5980),1.697678515702486,tensor(53.1100)
6,1.4573141571201023,tensor(59.4160),1.546147264778614,tensor(56.8100)
7,1.3471716133224996,tensor(62.0420),1.4230939523130655,tensor(59.4900)
8,1.2426770702957193,tensor(64.4980),1.4307599222064018,tensor(59.8400)
9,1.1714466493148024,tensor(66.6580),1.3530159712731837,tensor(61.9700)
10,1.0932357826501207,tensor(68.7260),1.3063633817043157,tensor(62.6600)
11,1.0321471907598587,tensor(70.2780),1.3038041059933603,tensor(63.4400)
12,0.9779551033778568,tensor(71.7260),1.3059223089367151,tensor(62.9700)
13,0.9352228030219407,tensor(72.8180),1.2437107216715813,tensor(65.0300)
14,0.8871489275446938,tensor(74.2700),1.2803483177423478,tensor(64.3100)
15,0.8470303112893458,tensor(75.2860),1.2142027895823122,tensor(66.8600)
16,0.8054959617002541,tensor(76.6160),1.1955695513905957,tensor(66.0200)
17,0.7692208518762418,tensor(77.5700),1.2821296817921102,tensor(65.1100)
18,0.7425725173462382,tensor(78.4500),1.23908221372962,tensor(65.9800)
19,0.7291228058545486,tensor(78.7260),1.1705847210511566,tensor(66.9200)
20,0.6888146270114137,tensor(79.8060),1.1704974601604043,tensor(67.7500)
21,0.6722064159257942,tensor(80.3100),1.1391408806443215,tensor(68.2400)
22,0.6430798179810614,tensor(81.0520),1.149470026485622,tensor(68.2000)
23,0.6372974935699912,tensor(81.3600),1.2738754817107691,tensor(65.5700)
24,0.6168467997742431,tensor(81.9080),1.1929158765003085,tensor(67.2800)
25,0.592731988414779,tensor(82.7440),1.1873006040928886,tensor(67.5000)
26,0.5717619671236218,tensor(83.0460),1.1655778171215205,tensor(68.0600)
