Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
0,4.122676217647465,tensor(5.6720),4.154950538396835,tensor(6.1100)
1,3.369478585470058,tensor(17.2040),3.123507641553879,tensor(21.6900)
2,2.656963661808492,tensor(30.8600),2.3794199641942977,tensor(36.3800)
3,2.1726371711477293,tensor(41.6040),2.0321160174608233,tensor(44.8600)
4,1.8719448817660436,tensor(48.6840),1.832145914912224,tensor(49.6400)
5,1.6465154090500853,tensor(54.1840),1.7869012209177018,tensor(51.0100)
6,1.4853398319705369,tensor(58.1660),1.5751973292380572,tensor(56.4500)
7,1.361110808751772,tensor(61.4740),1.5337240144759416,tensor(57.5700)
8,1.2530739598566918,tensor(64.1460),1.4710379879325628,tensor(58.9600)
9,1.174224765099528,tensor(66.4160),1.3743588453382254,tensor(60.9400)
10,1.091463058958273,tensor(68.6620),1.3955806964486837,tensor(61.1100)
11,1.0215228753321617,tensor(70.3860),1.3023424258343876,tensor(63.4300)
12,0.9643022331130474,tensor(71.9960),1.3051661025285721,tensor(63.2000)
13,0.9121518625932581,tensor(73.5040),1.2977414587438107,tensor(63.1700)
14,0.8684047954466642,tensor(74.5960),1.3055817177519202,tensor(63.2700)
15,0.8178520812402905,tensor(76.0840),1.238684654340148,tensor(65.9500)
16,0.7831911773937742,tensor(77.0780),1.1903862658701838,tensor(66.2600)
17,0.7478967296802784,tensor(78.0340),1.1687211457453668,tensor(67.9600)
18,0.7114340499081575,tensor(78.9660),1.16824228541553,tensor(68.0900)
19,0.6765037566956962,tensor(80.0300),1.2220452917115763,tensor(66.4000)
20,0.6499732688564779,tensor(80.8840),1.1821629065424204,tensor(67.4100)
21,0.6347196586906453,tensor(81.3580),1.1745960006713867,tensor(67.6500)
22,0.5991307243971569,tensor(82.4140),1.1369671270796098,tensor(68.8800)
23,0.579854044996564,tensor(82.8600),1.1376977140046656,tensor(68.7100)
24,0.5629926265200691,tensor(83.1820),1.1383165166373366,tensor(69.2300)
25,0.559622427386701,tensor(83.5360),1.1326968653351068,tensor(69.4100)
26,0.5291456158661172,tensor(84.4800),1.1632894079908729,tensor(68.2600)
27,0.5162683079767105,tensor(84.8080),1.1727764930054545,tensor(69.)
28,0.5034220043350669,tensor(85.0980),1.1743275649975986,tensor(68.2500)
29,0.488566639745022,tensor(85.5240),1.1507073813378812,tensor(69.2000)
30,0.4878502254900725,tensor(85.5380),1.1618039443194865,tensor(68.9100)
31,0.465142496635237,tensor(86.3000),1.2141242497712375,tensor(68.0500)
32,0.4565495155046663,tensor(86.5520),1.1659750459827483,tensor(69.2300)
33,0.45936076682241983,tensor(86.4080),1.2018906672019511,tensor(68.0700)
34,0.4497709683597545,tensor(86.8080),1.1683200799236073,tensor(68.9100)
35,0.4255020357763676,tensor(87.4420),1.2042917542345821,tensor(69.1500)
36,0.4281841420075473,tensor(87.4640),1.1423097855709494,tensor(69.6800)
37,0.4127208707887498,tensor(87.7960),1.244607952427119,tensor(68.4300)
38,0.4115247755404324,tensor(87.9220),1.138735080987215,tensor(69.6800)
39,0.40497051960671954,tensor(88.1380),1.1702277651075275,tensor(69.9500)
40,0.3989018310823709,tensor(88.2760),1.179938170327805,tensor(69.6700)
41,0.40045164754171203,tensor(88.1500),1.219060288388282,tensor(68.5200)
42,0.3827917892914599,tensor(88.9460),1.1798531977757811,tensor(69.5300)
43,0.3919839529735048,tensor(88.4660),1.2129396297112107,tensor(69.4000)
44,0.38086598139742145,tensor(88.8240),1.162027975083329,tensor(70.3400)
45,0.36527274503274954,tensor(89.5220),1.1821378743434325,tensor(69.8900)
46,0.3827630302027973,tensor(88.8400),1.1689054257655516,tensor(69.9400)
47,0.37212751737183625,tensor(89.0860),1.1864649705900812,tensor(70.0900)
48,0.36723784831783657,tensor(89.1980),1.188897243892774,tensor(70.0600)
49,0.37486057128290384,tensor(89.0540),1.1801620081430302,tensor(69.3100)
50,0.3622891318691356,tensor(89.4120),1.201491295006126,tensor(69.4500)
51,0.36012914807290375,tensor(89.3600),1.1332045236080885,tensor(70.4400)
52,0.35362768310415166,tensor(89.6180),1.20067341181729,tensor(69.1000)
53,0.35110877740108754,tensor(89.8460),1.2271693660356104,tensor(69.4700)
54,0.35214312065897696,tensor(89.6540),1.1969150565960445,tensor(70.1000)
55,0.3545865238170185,tensor(89.5360),1.1623527043545618,tensor(70.8100)
56,0.34460667934259187,tensor(89.8340),1.1796996995517983,tensor(69.8400)
57,0.33735998336921263,tensor(90.2260),1.1881362732425331,tensor(70.0200)
58,0.343603494336538,tensor(89.9420),1.2398443570202216,tensor(69.0400)
59,0.3452669101221787,tensor(89.8440),1.261232259497978,tensor(68.7900)
60,0.34793620413678994,tensor(89.8620),1.1775643498525024,tensor(69.5600)
61,0.3262710969923707,tensor(90.4700),1.2627062287689186,tensor(69.1300)
62,0.3278058007778719,tensor(90.5280),1.2011945360361134,tensor(69.9800)
63,0.32905370545814105,tensor(90.4100),1.1956914493544026,tensor(69.9700)
64,0.3371527677454302,tensor(90.2440),1.227642218967434,tensor(69.5100)
65,0.33592654132019834,tensor(90.1300),1.172106632914394,tensor(70.4600)
66,0.32492245935722996,tensor(90.7720),1.2190900490938221,tensor(69.3700)
67,0.3308992019623442,tensor(90.2820),1.2287173644006253,tensor(70.1600)
68,0.3404485640089835,tensor(90.0620),1.2111988120097668,tensor(70.1400)
69,0.33141538420754013,tensor(90.2800),1.180899402747862,tensor(70.8200)
