Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
0,2.5093384742736817,tensor(16.0714),2.4232414402539217,tensor(22.3016)
1,2.3429771088418505,tensor(22.0040),2.4768338686303246,tensor(18.6508)
2,2.233930712654477,tensor(26.2996),2.3039112785194495,tensor(24.2857)
3,2.1646225531895955,tensor(29.1766),2.283047084566913,tensor(25.8730)
4,2.096231233505976,tensor(31.6071),2.276811832114111,tensor(27.6984)
5,2.0251339236895243,tensor(33.9881),2.0461786366716215,tensor(33.2540)
6,1.976323654538109,tensor(35.4960),2.455034597010552,tensor(25.0794)
7,1.9202695691396319,tensor(37.6488),1.9063089950175225,tensor(38.2540)
8,1.863119986322191,tensor(39.3750),1.9092931792705874,tensor(36.9048)
9,1.818095692755684,tensor(40.7837),1.9403118257281147,tensor(36.5079)
10,1.781202887542664,tensor(42.3710),1.77547125273113,tensor(42.7778)
11,1.7229668210423181,tensor(43.6905),1.8792603317695329,tensor(38.9683)
12,1.6746880899346064,tensor(45.5556),1.9970441724680648,tensor(39.4444)
13,1.6540821115175883,tensor(46.4980),1.703470705430719,tensor(45.6349)
14,1.6008395384228418,tensor(48.0754),1.7360602798341196,tensor(42.9365)
15,1.5722374890531812,tensor(49.3452),1.5800182095056847,tensor(48.2540)
16,1.5277504216110895,tensor(50.8631),1.5945392892330508,tensor(48.1746)
17,1.4844180396624973,tensor(52.0040),1.6759118301958977,tensor(46.9048)
18,1.4593698674724216,tensor(53.0655),1.5567210346837588,tensor(50.7937)
19,1.421043410566118,tensor(54.4643),1.675546845303306,tensor(48.7302)
20,1.3871317346890768,tensor(55.2778),1.777722274955315,tensor(47.6984)
21,1.3514787118586282,tensor(56.8155),1.5233366225339189,tensor(51.0317)
22,1.3199160416447928,tensor(58.4921),1.6443748474121094,tensor(48.6508)
23,1.2939254958478232,tensor(58.7302),1.7112445220162598,tensor(47.3810)
24,1.2323437222412654,tensor(60.8532),1.5100791288327566,tensor(53.2540)
25,1.2218109360763005,tensor(61.2500),1.5413174334960649,tensor(50.9524)
26,1.1875518424170357,tensor(62.2718),1.5033752465549903,tensor(53.9683)
27,1.1517421273485062,tensor(63.5020),1.486725697034522,tensor(56.9841)
28,1.1213771299237296,tensor(64.5040),1.4770601995383636,tensor(55.2381)
29,1.0843956965775716,tensor(65.4464),1.3832498419133923,tensor(55.7143)
30,1.0599591865899072,tensor(66.7460),1.4105740747874296,tensor(56.5873)
31,1.0176879206347087,tensor(68.1647),1.4578393773187566,tensor(55.7143)
32,1.016555995222122,tensor(67.7778),1.3108435778678218,tensor(60.4762)
33,0.9910439172670955,tensor(68.4722),1.2364115564129021,tensor(61.5079)
34,0.9624074031909307,tensor(70.1885),1.2935916026936303,tensor(59.9206)
35,0.92693840776171,tensor(71.1905),1.3357563297959822,tensor(58.7302)
36,0.9134789872264105,tensor(71.3591),1.2183222140692458,tensor(62.9365)
37,0.9012461598430361,tensor(71.5476),1.2597889870027952,tensor(61.5079)
38,0.85948332723171,tensor(72.9663),1.397228577091724,tensor(57.5397)
39,0.8492105072452909,tensor(73.0754),1.3586126679106603,tensor(59.2857)
40,0.8217443423611778,tensor(74.0476),1.358850193551824,tensor(59.5238)
41,0.7923855922761418,tensor(75.2381),1.534239156336724,tensor(56.9048)
42,0.7945062885681788,tensor(75.2976),1.2848122285891184,tensor(60.0794)
43,0.7639906809680046,tensor(75.9524),1.2120848441425758,tensor(62.5397)
44,0.735321885371019,tensor(76.9643),1.340353107150597,tensor(59.8413)
45,0.7198828295582816,tensor(77.7183),1.2748122207726105,tensor(61.9841)
46,0.7142655370372628,tensor(78.0456),1.2103732975223396,tensor(64.5238)
47,0.688675793674257,tensor(78.4524),1.1583802066271818,tensor(67.2222)
48,0.6850946564168211,tensor(78.6905),1.4302499520627758,tensor(58.4921)
49,0.6552981596380946,tensor(79.6131),1.1955039980290811,tensor(65.9524)
50,0.6615003136651857,tensor(79.1567),1.3018613276602347,tensor(59.8413)
51,0.6241987082338523,tensor(80.6448),1.3384618676161464,tensor(61.7460)
52,0.5973580327535433,tensor(81.6766),1.4100612443459184,tensor(59.2063)
53,0.5944788796324578,tensor(81.3988),1.2325570375858983,tensor(65.0794)
54,0.5836579619773796,tensor(81.3393),1.2188921348203587,tensor(65.3968)
55,0.571866520659791,tensor(82.0635),1.3265373571009575,tensor(62.1429)
56,0.5349017630020777,tensor(83.5317),1.1815397305579125,tensor(64.4444)
57,0.5283293435379627,tensor(83.3730),1.1929919476373285,tensor(65.)
58,0.49811339250632697,tensor(84.6528),1.2073942532267752,tensor(66.4286)
59,0.51183706235791,tensor(84.2064),1.2305996191652515,tensor(65.4762)
60,0.5195033623822152,tensor(84.0278),1.1863220198244988,tensor(66.5873)
61,0.46773335594269966,tensor(85.5456),1.2326748601243467,tensor(64.5238)
62,0.4819280951032563,tensor(84.7024),1.4250302533560162,tensor(61.9841)
63,0.4498595401289917,tensor(85.7738),1.2874824819685537,tensor(63.5714)
64,0.4235393584425014,tensor(87.2421),1.357328110857855,tensor(64.2857)
65,0.4233837221024765,tensor(86.6667),1.4310771589037738,tensor(64.2064)
66,0.41256250173799575,tensor(87.4306),1.2470638503002216,tensor(66.7460)
67,0.40542283863538786,tensor(87.2917),1.2996798380266261,tensor(65.3175)
68,0.38124597919365716,tensor(88.2738),1.2047992058192627,tensor(65.3175)
69,0.3729713271652895,tensor(88.4325),1.349416493237773,tensor(64.1270)
70,0.3622583660873629,tensor(88.7897),1.3053228251541718,tensor(64.0476)
71,0.34560752518120263,tensor(89.3353),1.3849733615223365,tensor(64.8413)
72,0.3445022481597132,tensor(89.8810),1.487173706293106,tensor(65.1587)
73,0.35409643401702245,tensor(89.2064),1.2957537310032905,tensor(65.8730)
74,0.3174041076962437,tensor(90.8730),1.2638226313681542,tensor(65.3175)
75,0.18198017107825432,tensor(95.4167),1.016020368360266,tensor(73.0159)
76,0.12485530178343493,tensor(97.3909),1.0122484704361687,tensor(72.5397)
77,0.10543081570002767,tensor(97.8968),1.015916179063954,tensor(73.3333)
78,0.09999754073334828,tensor(98.0754),1.0076393879289869,tensor(73.2540)
79,0.08577673239855184,tensor(98.5119),1.0111045280966577,tensor(72.9365)
80,0.08183052913980587,tensor(98.6111),1.0128195256560664,tensor(72.3810)
81,0.07811142687818834,tensor(98.6012),1.0055318861445295,tensor(73.4921)
82,0.07559536251845578,tensor(98.6508),1.010855930892727,tensor(72.6190)
83,0.07511135329425866,tensor(98.5814),1.0130228848208356,tensor(72.6984)
84,0.06881844967322809,tensor(99.0079),1.020391542983206,tensor(72.6984)
85,0.0656311486359863,tensor(98.9087),1.0060955987700932,tensor(72.8571)
86,0.06435300817580096,tensor(99.0873),1.002525138326838,tensor(72.9365)
87,0.06241560176990572,tensor(99.0972),1.0006506348712534,tensor(73.2540)
88,0.060868221916820085,tensor(99.1369),1.0181672755110114,tensor(72.8571)
89,0.05930082239580178,tensor(99.0873),1.0245861448819125,tensor(72.8571)
90,0.058022104508967866,tensor(99.1567),1.0085695019062562,tensor(73.8095)
91,0.05504055061407151,tensor(99.2163),1.0220314793383019,tensor(73.5714)
92,0.04983416330956277,tensor(99.4940),1.024151102840146,tensor(73.5714)
93,0.05204652921030564,tensor(99.3452),1.024147482612465,tensor(73.5714)
94,0.04963874614442743,tensor(99.3750),1.0187730504364907,tensor(72.6190)
95,0.04781646495980639,tensor(99.4048),1.0163077915771097,tensor(73.4921)
96,0.04529417529036956,tensor(99.4643),1.0132264396812343,tensor(73.8095)
97,0.04710561111865062,tensor(99.4643),1.019137680530548,tensor(73.2540)
98,0.047267086056637625,tensor(99.4345),1.0281470075626917,tensor(72.8571)
99,0.046782628868869136,tensor(99.3849),1.0203558900688268,tensor(73.3333)
100,0.04606430703064515,tensor(99.4444),1.0178353812875627,tensor(73.4127)
101,0.04353532819742603,tensor(99.6032),1.0318024507429027,tensor(73.8095)
102,0.04355988004466607,tensor(99.4544),1.020594192173662,tensor(73.0952)
103,0.04168977878751263,tensor(99.4940),1.0225740425948855,tensor(73.3333)
104,0.041593573095705653,tensor(99.6429),1.039397941548613,tensor(73.0952)
105,0.03801186638514674,tensor(99.6528),1.0249989545798,tensor(72.9365)
106,0.04004046131213684,tensor(99.5734),1.0199176208882392,tensor(73.7302)
107,0.039503467769642905,tensor(99.5833),1.0347064022399202,tensor(72.8571)
108,0.040078825567523756,tensor(99.6528),1.0259379263542876,tensor(73.0952)
109,0.03746779904412549,tensor(99.6627),1.0241991311688967,tensor(73.4921)
110,0.03746442383243924,tensor(99.6925),1.011969259456743,tensor(73.4127)
111,0.036077301048244984,tensor(99.6230),1.0229582867667646,tensor(73.0159)
112,0.03541448703220498,tensor(99.7718),1.0246191558581363,tensor(73.3333)
113,0.03524147408556134,tensor(99.6429),1.0236870965248421,tensor(73.4921)
114,0.03583013846553744,tensor(99.6528),1.0266536938238748,tensor(73.4921)
115,0.03443986507047648,tensor(99.7123),1.0178056157465223,tensor(74.0476)
116,0.03550445907047048,tensor(99.7619),1.0167217497961432,tensor(73.8889)
117,0.035080288860592106,tensor(99.7024),1.0191397486796863,tensor(73.4127)
118,0.037571155488683235,tensor(99.5833),1.0199612280990504,tensor(73.6508)
119,0.03615929447779698,tensor(99.6329),1.0062477562246444,tensor(73.7302)
120,0.03570231905443564,tensor(99.7123),1.023357352878474,tensor(73.5714)
121,0.03667457462251482,tensor(99.6429),1.0236245846446557,tensor(74.1270)
